tags,tag_count,similar_tracks,tracks_count
singalong,73.0,Let's Dance to Joy Division,129
Maybe,73.0,CAMPO DE MORANGO,129
Avant-Garde,73.0,Run For The Hills,129
music,73.0,Lovefool,129
2018 single,73.0,Christmas Kids,129
Dakota,73.0,NO oNe dIes fRom lOVE,129
Playful,73.0,The Pretender,129
awful,73.0,Earfquake,129
noise,73.0,Using You,129
Stoner Rock,73.0,Everybody Wants to Rule the World,129
my dance room,73.0,OUT WEST (feat. Young Thug),129
Under The Influence,73.0,Love Language,129
depression,72.0,Awake,129
Chandelier,72.0,yes,128
Roots Bloody Roots,72.0,Let Me Get What I Want - 2011 Remaster,128
scandinavian,72.0,Back to Black,128
brit rock,72.0,watch,128
strings,72.0,Happy?,128
We R Who We R,70.0,Girlfriend,128
Wicked,70.0,Pompeii,128
I Like It,70.0,Sleep,127
fast,70.0,Steeeam,127
1945,70.0,Scars,127
underground hip-hop,70.0,Open Your Eyes,127
1997,70.0,Rush Hour (Feat. j-hope of BTS),127
Voyager,70.0,Scar Tissue,127
brasil,70.0,My Kink Is Karma,127
Funk Rock,70.0,Stitches,127
Survivor,70.0,Rock and Roll,127
jazz fusion,70.0,Shout Out To My Ex,127
darkwave,70.0,Loco,127
rhodacore,69.0,Blank,127
best of 2024,69.0,BOP BOP!,127
hip-hop influences,69.0,Focus,127
bird,69.0,Tell Me,127
Celebrity Skin,69.0,You're So Vain,126
best of 2017,69.0,Milkshake,126
garage,69.0,For What It's Worth,126
girl group,69.0,Chasing Cars,126
girls,69.0,Francis Forever,126
Supernova,69.0,The Perfect Pair,126
Total Eclipse of the Heart,69.0,Would? (2022 Remaster),126
CPR,68.0,Nothing's New,126
Silver Soul,68.0,Sugarcoat (NATTY Solo),126
Party Rock Anthem,68.0,Eyes Without a Face,126
dubstep,68.0,Every Breath You Take,125
french,68.0,Walk It Talk It,125
garage rock revival,68.0,Panorama,125
break-up,68.0,Pt. 1,125
Wings,68.0,Let You Love Me,125
melodic part writing,68.0,Hope,125
Best Friend,68.0,KNOCK,125
catchy as hell,68.0,Wildflower,125
syncopated beats,68.0,Bonfire,125
Self,68.0,Secrets,124
goth,68.0,Drugs,124
best of 2014,67.0,A&W,124
Black and Yellow,67.0,Got Me Started,124
seattle,67.0,Let Go,124
Rainy Day,67.0,Kryptonite,124
Alt-country,67.0,My Universe,124
morning,67.0,Rock Your Body,124
Bette Davis Eyes,67.0,High Hopes,124
bubblegum pop,67.0,What You Waiting For?,124
Gothic Rock,67.0,Hello,124
2010s rap,67.0,Surround Sound (feat. 21 Savage & Baby Tate),124
swedish,67.0,Yellow,124
Last Nite,67.0,Kids,124
Brutal Death Metal,67.0,Redbone,124
4 of 10 stars,67.0,Secret Story of the Swan,124
dark pop,66.0,Halftime,124
2016 single,66.0,eight(Prod.&Feat. SUGA of BTS),124
eurodance,66.0,Sweetness,124
American Idiot,66.0,Japanese Denim,124
somafm,66.0,Psycho,124
industrial hip hop,66.0,Breathe,124
alt pop,66.0,Australia,124
quiet,66.0,Click Click Boom,124
badass,66.0,Tear Away,123
Downtown,66.0,ZOOM,123
weird,66.0,Big Black Car,123
gospel,65.0,From the Subway Train,123
spanish,65.0,Bloodhail,123
future,65.0,Va Va Voom,123
18,64.0,Sky,123
played,64.0,All I Think About Now,123
Vibe,64.0,Sweater Weather,123
vocal jazz,64.0,Looking at Me,123
max martin,64.0,Matilda,122
Hell Yeah,64.0,Smile,122
danceable,64.0,From The Start,122
rap metal,64.0,Galaxy,122
Take Me Home,64.0,Supermassive Black Hole,122
climate terrorist,64.0,151 Rum,122
beat,63.0,Lump,122
modern rnb stylings,63.0,Never Really Over,122
I like,63.0,Push It,122
featuring,63.0,After Hours,121
-1001509541800,63.0,FAMJAM4000,121
All for You,63.0,Diamonds,121
eternal sunshine,63.0,Angel,121
omg,63.0,Perfect,121
fav888,63.0,Vicious,121
vocals,63.0,All Eyes on Me,121
Trust,63.0,If You Wanna,121
1994,63.0,Gilded Lily,121
monster,63.0,vas,121
radiohead,63.0,Paralyzer,121
electric guitar riffs,63.0,Pardon Me (feat. Future & Mike Will Made-It),121
70's,63.0,Set Fire to the Rain,121
boy band,63.0,A Lot's Gonna Change,120
Gloria,62.0,About a Girl,120
Power ballad,62.0,Cariño,120
Rock Lobster,62.0,Happy Together,120
MOTOMAMI,62.0,Ain't My Fault,120
1983,62.0,I Guess,120
leapsandloved,62.0,212 (feat. Lazy Jay),120
f,62.0,Sledgehammer,120
1993,62.0,Julho,120
slow jams,62.0,Roses,119
The Final Countdown,62.0,Figure it Out,119
saxophone,62.0,X,119
electro-pop,62.0,Sex and Candy,119
i love it,62.0,Bad Decisions (with BTS & Snoop Dogg),119
a dynamic male vocalist,62.0,Bad At Love,119
Adult Alternative,62.0,My Honest Face,119
party music,62.0,perfEct,119
1998,62.0,Heather,119
radio disney,62.0,Riptide,119
Bombtrack,61.0,Gives You Hell,119
ska,61.0,Sugar Rush Ride,119
All These Things That I've Done,61.0,Best,119
saturn,61.0,All Around Me,119
brit pop,61.0,Break from Toronto,119
beats made for dancing,61.0,Dig,119
Ariana Grande,61.0,Drip or Drown,118
trippy,60.0,Freak on a Leash,118
Passionate,60.0,Howl,118
soothing,60.0,Don’t Kill My Vibe,118
rockin,60.0,Etc.,118
critically acclaimed song,60.0,Look Back At It,118
eighties,60.0,My Own Worst Enemy,118
Days,60.0,Layla,118
seasons,60.0,Wide Awake,118
j-pop,60.0,Under the Bridge,117
Female Voices,60.0,2055,117
Evil Woman,60.0,Everywhere,117
Drum and bass,59.0,Push,117
House of Wolves,59.0,Love On,117
Like a Prayer,59.0,Need It (feat. YoungBoy Never Broke Again),117
Perfect Day,59.0,Pandora,117
Mama,59.0,Dandelions,117
Earth,59.0,Ninety,117
experimental hip-hop,59.0,GREECE (feat. Drake),117
Rolling Stones Top 500 Songs of All Time,59.0,Soul Meets Body,117
pop music tag,59.0,Stick Season,117
Gimme Shelter,59.0,Can't Stand Me Now,117
Smooth Soul,59.0,Hang Me Up to Dry,117
real,59.0,Cash In Cash Out (feat. 21 Savage & Tyler,117
Tasty,59.0,Pretty Boy,117
3 stars,59.0,Bang Bang,117
Heart of Gold,58.0,Stargazing,117
Cherry,58.0,Dreams and Nightmares,117
yeah,58.0,Cupid,117
bubblegum bass,58.0,Good Ones,117
wtf,58.0,Cool,117
23,58.0,Man on the Moon,117
Mary,58.0,Animal I Have Become,117
FLOP,58.0,Lavender Sunflower,116
Dirty South,58.0,I want you around,116
australian,58.0,ICKY,116
60's,58.0,Perfect Night,116
Smooth Jazz,58.0,Tired,116
Jigsaw Falling Into Place,58.0,Headstrong,116
beats,58.0,Boys Don't Cry,116
Unconditionally,58.0,TOMBOY,116
Immortal,58.0,Runaway,116
joaoaksnes,57.0,Even Flow,116
Rainbow,57.0,The House of the Rising Sun,115
interesting,57.0,POP!,115
gossip girl,57.0,Pick Up the Phone,115
best of 2016,57.0,Like a Boy,115
Lucky,57.0,Vertigo,115
LILAC,57.0,Saudade de Você,115
Great Lyricists,57.0,Walk,115
Shuffle,57.0,Blurry,115
brunicore,57.0,Ric Flair Drip,115
english lyrics,57.0,Fancy Clown,115
gorgeous,57.0,When Worlds Collide,115
Faded,57.0,Strangers,115
sample,57.0,I Don't Know How To Love,115
male vocal,56.0,Give a Little Bit,114
2012 single,56.0,Free Lunch,114
black metal,56.0,Oh,114
sadcore,56.0,Sweet Marie,114
17,56.0,Coffee,114
Metro Boomin,56.0,Youth,114
Blue-Eyed Soul,56.0,All Right Now,114
industrial metal,56.0,Still Life (with Anderson .Paak),113
Horrorcore,56.0,Ms. Fat Booty,113
Losing You,56.0,My Number,113
top artists,56.0,Gasoline,113
Crap,55.0,Fourth of July,113
tyler the creator,55.0,Jump,113
chicago,55.0,My You,113
space rock,55.0,She Hates Me,113
abstract hip hop,55.0,Revenge,113
industrial rock,55.0,Some,113
Miley Cyrus,55.0,fast forward,113
I Have Nothing,55.0,Clay Pigeons,113
heavy use of vocal harmonies,55.0,Ooh La La,113
Black Betty,55.0,Down,113
7,55.0,Cellophane,113
billboard number ones,55.0,Angel Numbers / Ten Toes,113
irish,55.0,Spicy,113
title is a full sentence,55.0,Torn,113
brazil,55.0,Kingston,112
tantotempotaste,55.0,Liars,112
female artists,55.0,Life Goes On,112
chilled,55.0,Sacrifice,112
family ties,55.0,Die Young,112
folk-rock,54.0,Starlight,112
warm,54.0,Dumb,112
bad,54.0,Dream,112
plugg,54.0,White Iverson,112
indie electronic,54.0,Left Hand Free,112
rhythmic,54.0,Mystery Of Love,112
How to Save a Life,54.0,Break Stuff,112
The Man,54.0,IT GIRL,112
idm,54.0,Symphonia IX,112
slgdm,54.0,Sue Me,111
basic rock song structures,54.0,Be (Intro),111
a bumpin kick sound,54.0,Skinny Love,111
jackson mahomes,54.0,Buttercup,111
Electroclash,54.0,With You,111
m-vocal,54.0,Stay with Me,111
Rules,54.0,Super Lady,111
dreampop,54.0,I Don't Like,111
Coldplay,54.0,Naked in Manhattan,111
download,53.0,Alison,111
I Will Always Love You,53.0,COLD COLD COLD,111
Knock Knock,53.0,Washing Machine Heart,111
Loverboy,53.0,Why,111
synthetic sonority,53.0,When We Were Young,111
deep,53.0,Walk Like This,111
Reflective,53.0,Afraid,111
motown,53.0,Gotta Blast (feat. Diego Money & Bandman Fari),111
AOTY,53.0,Like Or Like Like,110
steady,53.0,Slow dancing in the dark,110
Waterloo Sunset,53.0,2005,110
swing,53.0,4th Dimension,110
Bow Down,53.0,Right My Wrongs,110
Acoustic Rock,53.0,Genie in a Bottle,110
nu disco,53.0,Be Quiet and Drive (Far Away),110
Contemporary,53.0,Magic,110
cheerful,53.0,Break,110
bbc radio1 playlist 2016,53.0,911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy),110
Hey Joe,52.0,Water Fountain,110
Wait and Bleed,52.0,Cold,110
consistent rhyme patterns,52.0,Training Wheels,110
Your Love Is My Drug,52.0,Young Dumb & Broke,110
alt,52.0,Time,110
All Girls Are The Same,52.0,Cherry-Coloured Funk,110
emo pop,52.0,Lose My Breath,109
crash,52.0,Smoke (feat. Lucky Daye),109
hair metal,52.0,이 밤,109
After Midnight,52.0,Too Much,109
The Outside,52.0,Somebody to You,109
Lisztomania,52.0,Crazy In Love (feat. Jay-Z),109
Rare,52.0,Rebel Yell,109
duo,52.0,Painkiller,109
comedy,52.0,Teardrops,109
bad guy,52.0,So Sick of Dreaming,109
Frankenstein,52.0,The Killing Moon,109
underrated,52.0,NYC,109
Sweet Home Alabama,51.0,Baba O'Riley,109
spoken word,51.0,Twin Flames,109
Korean Pop,51.0,Summer,109
music choice: alternative,51.0,WINTER FLOWER (feat. RM),109
RockPop,51.0,Robbers,109
want to see live,51.0,Perfume,109
bbc radio1 playlist 2015,51.0,Work,109
romance,51.0,1 Thing,109
Southern Rock,51.0,Dream On,109
kanye,51.0,Mr. Rager,108
Material Girl,51.0,Die Trying,108
offensive lyrics,51.0,can't leave without it,108
yearning,51.0,ENERGETIC,108
songs i love,51.0,Snow On The Beach (feat. More Lana Del Rey),108
Awesome Guitar Jams,50.0,Dangerous Woman,108
mpb,50.0,Vienna,108
peak,50.0,A Thousand Years,108
NEW MAGIC WAND,50.0,Pardon Me,108
new rave,50.0,Fazers,108
Nights in White Satin,50.0,Stay Alive (Prod. SUGA of BTS),108
wjlb-FM,50.0,Dance Now (feat. Kenny Mason),108
trap rap,50.0,Human,108
Suite-Pee,50.0,I Serve the Base,108
swag,50.0,Grace,108
DNA,50.0,1o,107
white music for white people,50.0,Denial,107
intro,50.0,Lovin on Me,107
great songs,50.0,2001,107
Trouble,50.0,Oxford Comma,107
mine,50.0,More Than a Woman,107
song of the year,50.0,Element,107
fake scrobbles,50.0,Why Do You Feel So Down,107
Beach,50.0,Myron,107
5/4,50.0,Caroline,107
best of 2023,50.0,Nice,107
Gilles Peterson,49.0,Woman,107
Lorelei,49.0,Riot!,107
glam,49.0,Through Glass,107
Britrock,49.0,Between Angels And Insects,107
dub,49.0,Uptown Girl,107
tropical house,49.0,rockstar (feat. 21 Savage),107
2013 single,49.0,Movies,107
ketamine,49.0,Chop Suey!,107
Lil Uzi Vert,49.0,Codeine Crazy,107
self control,49.0,Denver,107
dance-punk,49.0,Addicted,107
british i like,49.0,Mr. Forgettable,107
optimistic,49.0,Drankin N Smokin,107
edm pop,49.0,But I Like You,107
death,49.0,Try,107
80s rock,49.0,Drama (feat. Drake),106
popular,49.0,I Kissed a Girl,106
Ordinary World,49.0,I'll Do It,106
king of pop,48.0,Runnin',106
annoying,48.0,Gee,106
a,48.0,Better in the Dark,106
dance rock,48.0,Step On Me,106
hip-hop,48.0,Sway,106
1996,48.0,Long Time),106
Suspicious Minds,48.0,Bohemian Like You,106
running,48.0,Blue Notes,106
new metal,48.0,Born to Be Wild,106
british rock,48.0,Rocket Man (I Think It's Going To Be A Long,106
1991,48.0,SUNSETZ,106
hip house,48.0,Outside,106
best of 2019,48.0,Butch 4 Butch,106
angst,48.0,Headshots (4r Da Locals),106
1984,48.0,HOTEL LOBBY (Unc & Phew),106
Edge of Seventeen,48.0,Penthouse Shordy,105
E,48.0,I Gotta Feeling,105
New York City,47.0,My Way,105
halloween,47.0,Are You Satisfied?,105
5 of 10 stars,47.0,Stress Relief,105
Rihanna,47.0,Don't ever say love me (feat. RM of BTS),105
longing,47.0,My Sweet Lord (2014 Remaster),105
college,47.0,Something About You,105
Frank Ocean,47.0,Mask Off,105
electric pianos,47.0,She's Not There,105
mistagged,47.0,This Love,105
conan,47.0,Leave,105
college rock,47.0,Just a Girl,105
Asian,47.0,Criminal,105
songs that you wanna listen to over and over again,47.0,Paris,105
Wuthering Heights,47.0,BIRDS OF A FEATHER,105
inspiring,47.0,lacy,105
autumn,47.0,Fortunate Son,105
The Way,47.0,John Redcorn,105
sonic rock,46.0,favorite crime,105
1995,46.0,Good in Goodbye,105
explicit lyrics,46.0,Judas,105
Pitchfork 500,46.0,Contact,105
anime,46.0,Time After Time,104
The Weekend,46.0,Binz,104
underground,46.0,Something,104
2010s pop,46.0,Jukebox Joints (feat. Joe Fox x Kanye West),104
Fusion,46.0,If I Ain't Got You,104
Carolina,46.0,HUH?! (feat. j-hope),104
sexual assault apologist,46.0,Dance The Night - From Barbie The Album,104
Eminem,46.0,The Boys,104
Hi,46.0,Say You Won't Let Go,104
Bossa Nova,46.0,Let's Fall In Love For The Night,104
Italo Disco,46.0,Down by the Water,104
love the lyrics,46.0,Precision,104
good song,46.0,I Predict a Riot,104
Europop,46.0,T-Shirt,104
Juice WRLD,46.0,Stir Fry,104
Nevada,46.0,Kingdom Hearts Key (feat. redveil),104
Got the Life,46.0,Breezeblocks,104
my time,46.0,Buried Alive,104
Ritual,46.0,BTS Cypher PT.3 : KILLER (Feat. Supreme Boi),103
Only Love Can Hurt Like This,46.0,Abracadabra,103
Indie-Rock,46.0,Here With Me,103
I Will Survive,46.0,PRIDE.,103
💩,46.0,OMG,103
jecks,46.0,American Woman,103
light,46.0,Dynamite,103
ireland,45.0,Sunday Morning,103
san francisco,45.0,Love Don't Cost a Thing,103
45,45.0,Blondie,103
Little Lion Man,45.0,Wild Flower (with youjeen),103
unique,45.0,bad idea!,103
willowcore,45.0,BODYGUARD,103
n-a,45.0,Renegade,103
bouncy,45.0,Gangsta,103
good mood,45.0,Swervin (feat. 6ix9ine),103
electric rhythm guitars,45.0,No Rain,103
Silent Hill,45.0,Thunder,103
Infinity,45.0,On a Roll,103
acid jazz,45.0,X (feat. Future),103
european,45.0,LOCO,102
best of 2018,45.0,Wat's Wrong (feat. Zacari & Kendrick Lamar),102
Raining Blood,45.0,Duality,102
awesomeness,44.0,Million Dollar Baby,102
arena rock,44.0,Looking Out For You,102
spring,44.0,This Hell,102
Meyers,44.0,Africa,102
all the best,44.0,Quavo,102
1960s,44.0,Fighting My Demons,102
lovesongs,44.0,1979 - Remastered 2012,102
Bat Country,44.0,All Day (with Tablo),102
heartland rock,44.0,Ribs,102
best of 2011,44.0,All Night,102
noise rock,44.0,on the street (with J. Cole),102
d,44.0,All Mine,101
work,44.0,Wrecking Ball,101
ziontwan,44.0,I like the way you kiss me,101
Beelloved,44.0,Attitude,101
musical,44.0,Can't Stop,101
underground hip hop,44.0,Love Songs on the Radio,101
Love Affair,44.0,Look What You Made Me Do,101
eclectic,44.0,2004,101
slacker rock,44.0,Rollin',101
Lady Gaga,44.0,Start Me Up - Remastered 2009,101
goat,44.0,For the First Time,101
Power metal,43.0,Wannabe,101
subtle use of strings,43.0,Pumped Up Kicks,101
sad songs,43.0,Possum Kingdom,101
If U Seek Amy,43.0,Yun (with Erykah Badu),101
paradise,43.0,No,101
samba,43.0,And I Love Her,101
Europe,43.0,Dark Knight Dummo (feat. Travis Scott),101
four-on-the-floor beats,43.0,Hectic (with Colde),101
Madonna,43.0,Birthday,100
queer,43.0,Pretend,100
on repeat,43.0,All Along the Watchtower,100
powerpop,43.0,Closer (with Paul Blanco,100
-1001190477876,43.0,Let Me Go,100
Enter Sandman,43.0,we're not alike,100
West Coast swing,43.0,Don't You (Forget About Me),100
thom yorke,43.0,Lean Beef Patty,100
Worst Song Ever,43.0,Jopping,100
relaxed,43.0,Santa,100
bbc radio1 playlist 2014,43.0,Here It Goes Again,100
In the End,43.0,Kilby Girl,100
breakbeat,43.0,Smoke Sprite (feat. RM of BTS),100
haunted,43.0,Only Happy When It Rains,100
Killer,43.0,Neighbors,100
test,43.0,OKLOSER,100
emotions,43.0,Oncle Jazz,100
us,43.0,Feel the Love,100
wake up,42.0,gogobebe,100
Nookie,42.0,Love Me,100
Disney,42.0,MakeDamnSure,100
50,42.0,Abyss,100
fuck,42.0,I don't wanna do this anymore,100
so good,42.0,Mahalia),100
Deftones,42.0,Preparada,100
best of 2008,42.0,16 Mirrors,100
german,42.0,Huntin’ Wabbitz,100
Lemonade,42.0,Boom,99
wonderful,42.0,Didn't Cha Know,99
Watermelon Sugar,42.0,Your Type,99
lush,42.0,Child Psychology,99
Parents,42.0,Gang Shit No Lame Shit,99
Phoebe Bridgers,42.0,1539 N. Calvert,99
violent,42.0,Too Sweet,99
Perfect Illusion,42.0,dancing,99
Dylan Thomas,42.0,Want U Back,99
Doomergaze,42.0,Mr. Jones,99
Army of Me,42.0,Streets,99
conscious hip-hop,42.0,FANCY,99
Guitar Solo,42.0,Message in a Bottle,99
misc,42.0,Summers Over Interlude,99
new age,42.0,Classic,99
chipmunk soul,42.0,I Want You,99
-1001534231394,42.0,Tainted Love,99
All,42.0,In the Kitchen,99
aitch,42.0,happiness,99
100,42.0,LOVE. FEAT. ZACARI.,99
November Rain,41.0,Poker Face,99
Left,41.0,Glad You Came,99
sza,41.0,Prisoner,99
Love on Top,41.0,Photograph,99
Love Her Madly,41.0,Blind,99
radioparadise,41.0,Savior Complex,98
Disco Tits,41.0,Jumpman,98
Bagel,41.0,Cherry Bomb,98
Honestly,41.0,Switching Lanes (feat. Playboi Carti),98
One Hit Wonders,41.0,Midnight Fiction,98
mid,41.0,Where'd All The Time Go?,98
Tom Sawyer,41.0,Upside Down,98
UK Garage,41.0,Heartbreaker,98
terrible,41.0,4 Walls,98
depressive,41.0,Bank Account,98
radio paradise,41.0,The Games We Play,98
DM,41.0,The Night We Met,98
please,41.0,Yam Yam,98
makes me wanna dance,41.0,Sunflower,98
poetry,41.0,Animals,98
design,41.0,Cake By The Ocean,98
bubble gum,41.0,LOCATION,98
rain,41.0,93 'til Infinity,98
weed,41.0,On Melancholy Hill,98
lyrical,41.0,Nice For What,97
Sweden,41.0,Black and White,97
alternative pop rock,41.0,DICE,97
Voice,41.0,Like a Rolling Stone,97
Gothic Metal,40.0,Sensitive,97
my spotify,40.0,Softcore,97
Progressive House,40.0,Self Control,97
insane,40.0,Too Fast,97
Billie Eilish,40.0,1901,97
hypnagogic pop,40.0,E.T.,97
Never Say Never,40.0,Stars,97
Words,40.0,Freak,97
You and Me,40.0,STATS,97
danceable grooves,40.0,Love My Way,97
drill,40.0,Face Down,97
nsbm,40.0,Hotel California - 2013 Remaster,97
You and I,40.0,sPEEd drive (from barbie the album),97
east coast rap,40.0,ANTI-ROMANTIC,97
West Coast Rap,40.0,Lucid Dreams,97
Pepper,40.0,Another Love,97
minimal,40.0,Beautiful,97
beyonce,40.0,Royals,97
All Alone,40.0,A Year Without Rain,97
chamber folk,40.0,Too Late,97
1992,40.0,Angels in Tibet,97
r n b,40.0,Dust in the Wind,97
punk pop,40.0,No.2 (with parkjiyoon),97
atlanta,40.0,I'm Still Standing,96
INDIE,40.0,Between the Bars,96
Drown,40.0,Strawberries & Cigarettes,96
kick ass,40.0,Somebody Else,96
glitch pop,40.0,Shut Down,96
c major,40.0,L.E.S.,96
Flume,40.0,PTT (Paint The Town),96
new romantic,39.0,Fast Times,96
disco influences,39.0,= (Equal Sign),96
Saturday,39.0,¿Cómo así?,96
jimin,39.0,Snooze (feat. Ryuichi Sakamoto,96
Welcome to the Black Parade,39.0,Rich Flex,96
better than taylor swift,39.0,future,96
Gravity,39.0,Hit 'Em Up Style (Oops!),96
american rock,39.0,Gashina,96
Korean Hip Hop,39.0,Disaster,96
savior,39.0,Listen to the Music,96
Bohemian Rhapsody,39.0,Die MF Die,96
driving music,39.0,By Your Side,96
vampire,39.0,MILLION DOLLAR BABY,96
like it,39.0,Oscar Winning Tears.,96
Exagerado,39.0,Secret,96
Sonne,39.0,American Boy,96
Michigan,39.0,If You Know You Know,96
magic,39.0,Mirrors,95
Shiny Happy People,39.0,Memory,95
Brit,39.0,Are You That Somebody,95
Paramore,39.0,Future & James Blake),95
a slow moving bass line,39.0,King's Dead (with Kendrick Lamar,95
Pour It Up,39.0,She Drives Me Crazy,95
psychedelic folk,39.0,Sign Of The Times,95
1990,39.0,Kiss the Ladder,95
a dynamic female vocalist,38.0,scapegoats,95
twilight,38.0,Off with Her Tits,95
wdzh-FM,38.0,1950,95
4pf,38.0,Peaches,95
jazz pop,38.0,Lose Control,95
Best of,38.0,Solid (feat. Drake),95
Pretty When You Cry,38.0,On the Floor (feat. Pitbull),95
Penthouse,38.0,Francesca,95
fuck yeah,38.0,WOOSUNG of The Rose),95
yacht rock,38.0,Luxury,95
effected synths,38.0,Air Force One,95
thru composed melodic style,38.0,She Moves in Her Own Way,95
j cole,38.0,2,95
Love Will Tear Us Apart,38.0,Pagan Poetry,95
Nirvana,38.0,Miniskirt,95
g-eazy,38.0,Plush,95
lonely,38.0,Sun Doesn't Rise,95
grammy,38.0,Dirty Work,95
house roots,38.0,Company,94
my soundtrack,38.0,Collard Greens,94
emphasis on instrumental arranging,38.0,Don't Let Me Be Misunderstood,94
Twisted,37.0,WICKED LOVE,94
forever,37.0,Girls Just Want to Have Fun,94
a repetitive chorus,37.0,Little Things,94
Thinking About You,37.0,Salt,94
Love this song,37.0,Forg_tful (with Kim Sawol),94
future house,37.0,Neon Lights,94
k,37.0,29,94
toronto sound,37.0,Nobody Knows,94
